ID,Company,TypeName,Inches,Price,ram_gb,weight_kg,touchscreen,ips_panel,res_w,res_h,cpu_brand,cpu_tier,cpu_ghz,cpu_gen,ssd_gb,hdd_gb,flash_gb,gpu_brand,gpu_tier,os
822,Lenovo,Ultrabook,14.0,133146.72,8,1.13,0,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
823,MSI,Gaming,15.6,63882.72,8,2.4,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,2,Win10
824,Lenovo,Ultrabook,14.0,99900.0,8,1.13,0,1,1920,1080,Intel,i5,2.5,7,0,0,256,Intel,0,Win10
825,Toshiba,Notebook,14.0,26586.72,4,1.75,0,0,1366,768,Intel,Pentium,2.1,4,128,0,0,Intel,0,Win10
826,Asus,2 in 1 Convertible,13.3,72354.23999999999,8,1.1,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
827,Dell,Notebook,14.0,31168.8,4,1.76,0,0,1366,768,Intel,i3,,6,0,500,0,Intel,0,Win10
828,Acer,Netbook,11.6,18914.4,4,1.35,0,1,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
829,Acer,Notebook,14.0,32980.32,8,1.5,0,1,1920,1080,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
830,Razer,Gaming,17.3,292986.72,32,3.49,1,0,3840,2160,Intel,i7,2.9,7,512,0,0,Nvidia,3,Win10
831,Lenovo,Ultrabook,14.0,111834.72,16,1.1,0,1,2560,1440,Intel,i7,2.6,6,512,0,0,Intel,0,Win10
832,Asus,Notebook,15.6,27652.32,4,2.1,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Linux
833,Lenovo,Notebook,14.0,63190.08,8,1.7,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
834,Lenovo,Notebook,14.0,87912.0,8,1.32,0,1,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
835,Dell,Gaming,15.6,147832.28639999998,16,3.21,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
836,Asus,Gaming,17.3,128884.32,16,2.9,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
837,Toshiba,Notebook,15.6,35644.32,4,2.0,0,0,1366,768,Intel,i3,2.4,7,0,500,0,Intel,0,Win10
838,Lenovo,Notebook,14.0,17316.0,4,1.5,0,0,1366,768,Intel,Celeron,1.6,0,0,0,16,Intel,0,Linux
839,Asus,Notebook,15.6,31435.2,8,2.3,0,0,1920,1080,Intel,i5,2.5,7,0,128,0,Intel,0,Win10
840,Asus,Gaming,17.3,95850.72,16,2.73,0,0,1920,1080,Intel,i7,2.6,6,512,1024,0,Nvidia,2,Win10
841,Dell,Gaming,17.3,163723.57919999998,32,4.42,0,1,1920,1080,Intel,i7,2.8,7,512,1024,0,Nvidia,3,Win10
842,HP,Notebook,17.3,48484.8,8,2.63,0,0,1600,900,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Win10
843,Dell,Notebook,15.6,38041.3872,8,2.18,0,0,1366,768,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
844,HP,Ultrabook,14.0,99633.6,8,1.54,0,0,1920,1080,Intel,i7,2.5,6,512,0,0,Intel,0,WinOther
845,Dell,Notebook,15.6,39373.92,4,2.18,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,AMD,1,Win10
846,HP,2 in 1 Convertible,11.6,32767.2,4,1.4,1,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Linux
847,Asus,Ultrabook,13.3,54665.28,8,1.45,0,1,1920,1080,Intel,i5,2.3,6,512,0,0,Nvidia,1,Win10
848,HP,2 in 1 Convertible,13.3,121318.56,8,1.28,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
849,HP,Ultrabook,14.0,78215.04,8,1.54,0,0,1920,1080,Intel,i7,2.5,6,512,0,0,Intel,0,Win10
850,HP,Notebook,15.6,15930.72,4,1.86,0,0,1366,768,Intel,Celeron,1.6,0,128,0,0,Intel,0,NoOS
851,Asus,Gaming,15.6,101178.72,16,2.1,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
852,Dell,Notebook,17.3,46087.2,8,2.83,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,AMD,1,Linux
853,Lenovo,Ultrabook,14.0,101391.84,8,1.96,0,1,1920,1080,Intel,i7,2.8,7,256,0,0,Nvidia,1,Win10
854,Asus,Notebook,15.6,41931.36,8,2.3,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
855,Dell,Notebook,15.6,50349.6,8,1.9,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
856,Asus,Notebook,15.6,23922.72,4,2.0,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Intel,0,Win10
857,HP,2 in 1 Convertible,13.3,136343.52,8,1.28,1,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
858,Dell,Notebook,13.3,34578.72,8,1.62,1,0,1920,1080,Intel,i5,2.3,6,0,1024,0,Intel,0,Win10
859,Lenovo,Notebook,15.6,24988.32,4,2.2,0,0,1920,1080,Intel,i3,2.0,6,0,1024,0,Intel,0,NoOS
860,Lenovo,Notebook,15.6,45323.1648,8,2.3,0,1,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
861,HP,Notebook,15.6,71874.72,8,1.84,0,0,1920,1080,Intel,i5,2.6,7,256,0,0,AMD,1,Win10
862,Toshiba,Notebook,13.3,68464.8,4,1.05,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
863,Lenovo,Gaming,15.6,54185.76,8,2.5,0,1,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,NoOS
864,Dell,Ultrabook,13.3,119347.2,16,1.29,1,0,3200,1800,Intel,i7,2.5,7,512,0,0,Intel,0,Win10
865,HP,Notebook,15.6,48484.8,4,2.07,0,0,1920,1080,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
866,Toshiba,Ultrabook,13.3,58341.6,8,1.2,0,0,1366,768,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
867,Lenovo,2 in 1 Convertible,13.3,103896.0,8,1.37,1,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
868,Acer,Notebook,14.0,48058.56,8,1.56,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
869,Dell,Workstation,15.6,94731.84,8,2.23,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,3,Win10
870,Lenovo,Notebook,15.6,56210.4,4,2.38,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
871,Lenovo,Notebook,15.6,25521.12,4,2.2,0,0,1920,1080,Intel,i3,,6,0,1024,0,AMD,1,NoOS
872,Toshiba,Notebook,15.6,73952.64,8,2.0,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
873,Lenovo,Notebook,13.3,39160.8,4,1.44,0,1,1920,1080,Intel,i3,2.4,7,180,0,0,Intel,0,Win10
874,Samsung,Ultrabook,15.0,98514.72,16,1.23,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
875,Dell,Ultrabook,12.5,90043.2,8,1.6,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
876,Asus,Notebook,15.6,21258.1872,4,2.0,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Intel,0,Linux
877,Xiaomi,Ultrabook,13.3,49816.8,8,1.28,0,1,1920,1080,Intel,i5,2.3,6,256,0,0,Nvidia,1,Win10
878,Dell,Notebook,15.6,48618.0,4,2.18,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,1,Win10
879,HP,Notebook,15.6,44701.92,4,2.04,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
880,HP,2 in 1 Convertible,13.3,90576.0,4,1.28,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
881,HP,2 in 1 Convertible,15.6,36486.14399999999,4,2.3,1,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
882,Asus,Notebook,14.1,18541.44,4,1.65,0,0,1366,768,Intel,Celeron,1.1,0,0,0,32,Intel,0,Win10
883,Lenovo,Notebook,15.6,35644.32,8,2.2,0,1,1920,1080,Intel,i7,2.5,6,0,1024,0,Nvidia,1,Win10
884,Dell,Notebook,15.6,19660.32,4,2.2,0,0,1366,768,Intel,Pentium,1.6,0,0,500,0,Intel,0,Win10
885,HP,2 in 1 Convertible,13.3,95850.72,4,1.28,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
886,Dell,Notebook,15.6,24279.696,4,2.18,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,AMD,1,Linux
887,Asus,Gaming,17.3,72988.272,12,2.2,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
888,Acer,Netbook,11.6,15824.16,4,1.25,0,1,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
889,Lenovo,Notebook,17.3,20193.12,4,2.8,0,0,1600,900,AMD,Other,2.2,0,0,500,0,AMD,1,Win10
890,HP,Notebook,14.0,67399.2,4,1.95,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
891,HP,2 in 1 Convertible,13.3,74538.72,16,1.42,1,0,3200,1800,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
892,Samsung,Ultrabook,15.0,90522.72,8,1.17,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
893,Lenovo,Ultrabook,14.0,95850.72,8,1.32,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
894,MSI,Gaming,17.3,141138.72,16,2.43,0,1,3840,2160,Intel,i7,2.6,6,512,2048,0,Nvidia,2,Win10
895,Toshiba,Notebook,13.3,78588.0,8,1.05,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
896,Dell,Gaming,15.6,49497.12,8,2.62,0,0,1920,1080,Intel,i7,2.8,7,0,1024,0,Nvidia,2,Linux
897,HP,Notebook,15.6,47952.0,8,2.04,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,Win10
898,Dell,Notebook,15.6,32713.92,4,2.18,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,AMD,1,Win10
899,Dell,Notebook,15.6,49816.8,8,1.9,0,0,1920,1080,Intel,i5,2.6,7,0,500,0,Intel,0,Win10
900,Dell,2 in 1 Convertible,13.3,107257.968,8,1.24,1,0,3200,1800,Intel,i7,1.3,0,512,0,0,Intel,0,Win10
901,Asus,Gaming,17.3,68145.12,32,3.58,0,1,1920,1080,Intel,i7,2.7,6,512,0,0,Nvidia,1,Win10
902,Dell,2 in 1 Convertible,13.3,87858.72,16,1.22,1,0,1920,1080,Intel,i7,1.3,0,256,0,0,Intel,0,Win10
903,Lenovo,Ultrabook,14.0,109170.72,8,1.13,0,1,1920,1080,Intel,i7,2.7,7,0,0,256,Intel,0,Win10
904,Lenovo,Notebook,15.6,104588.1072,8,1.95,0,1,1920,1080,Intel,i5,2.5,7,512,0,0,Intel,0,Win10
905,LG,Ultrabook,15.6,111834.72,16,1.08,1,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
906,HP,Netbook,12.5,79014.23999999999,8,1.26,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
907,Acer,Notebook,15.6,19127.52,4,2.2,0,1,1920,1080,Intel,Celeron,1.5,3,0,0,16,Intel,0,Linux
908,Lenovo,Notebook,15.6,42037.92,8,2.6,0,1,1920,1080,Intel,i5,2.3,6,128,1024,0,Nvidia,2,Win10
909,LG,Ultrabook,14.0,101178.72,8,0.98,1,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
910,Dell,Notebook,14.0,64202.4,8,1.6,0,0,1920,1080,Intel,i5,2.8,7,256,0,0,Intel,0,Win10
911,HP,Ultrabook,12.5,165168.0,8,1.09,1,0,3840,2160,Intel,Other,1.2,0,240,0,0,Intel,0,Win10
912,Lenovo,Notebook,15.6,42037.92,6,2.2,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
913,HP,Notebook,15.6,54291.78719999999,8,2.04,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
914,Acer,Notebook,15.6,26586.72,4,2.4,0,0,1920,1080,Intel,i3,2.4,7,0,1024,0,Intel,0,Win10
915,Lenovo,Notebook,13.3,46939.68,4,1.44,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
916,HP,Notebook,13.3,51148.8,8,1.49,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
917,MSI,Gaming,17.3,85194.72,16,2.7,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
918,Dell,Gaming,15.6,71874.72,16,2.6,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
919,MSI,Gaming,15.6,59668.804800000005,8,2.2,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,2,Win10
920,Dell,Notebook,15.6,36496.2672,4,2.18,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,AMD,1,Win10
921,HP,Ultrabook,15.6,69103.62719999999,8,1.84,0,0,1920,1080,Intel,i7,2.5,6,256,0,0,AMD,1,Win10
922,HP,Ultrabook,13.3,61218.72,8,1.39,1,0,3200,1800,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
923,Toshiba,Notebook,15.6,105228.0,16,2.4,0,1,1920,1080,Intel,i7,2.6,6,256,0,0,Nvidia,1,Win10
924,Lenovo,2 in 1 Convertible,13.3,97236.0,8,1.37,1,1,1920,1080,Intel,i5,2.5,7,512,0,0,Intel,0,Win10
925,Dell,Notebook,15.6,38889.072,4,1.95,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
926,Lenovo,Ultrabook,12.5,87912.0,8,1.36,0,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
927,HP,Notebook,15.6,62071.2,8,2.31,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
928,Dell,Notebook,15.6,37725.4368,4,2.18,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
929,HP,Notebook,14.0,61218.72,4,1.95,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
930,Lenovo,Notebook,15.6,16463.52,4,2.2,0,0,1366,768,Intel,Pentium,1.1,0,0,1024,0,Intel,0,Win10
931,HP,Ultrabook,12.5,84129.12,4,1.26,0,0,1920,1080,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
932,HP,Notebook,15.6,15392.592,4,1.86,0,0,1366,768,Intel,Celeron,1.6,0,0,1024,0,Intel,0,NoOS
933,Lenovo,2 in 1 Convertible,13.3,95850.72,16,1.3,1,1,3200,1800,Intel,i7,2.2,6,1024,0,0,Intel,0,Win10
934,Toshiba,Notebook,14.0,58874.4,4,1.47,0,1,1920,1080,Intel,i5,2.3,6,128,0,0,Intel,0,Win10
935,HP,Netbook,12.5,88924.31999999999,8,1.26,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
936,Dell,Notebook,15.6,29762.208,4,2.18,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,Intel,0,Win10
937,MSI,Gaming,15.6,63882.72,8,2.2,0,0,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
938,Dell,Ultrabook,14.0,87325.92,8,1.36,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
939,Dell,Gaming,17.3,146946.24,16,4.36,0,0,2560,1440,Intel,i7,2.7,6,512,1024,0,Nvidia,3,Win10
940,HP,Gaming,17.3,74538.72,8,2.75,0,1,1920,1080,Intel,i5,2.3,6,128,1024,0,Nvidia,2,Win10
941,Asus,Notebook,17.3,28238.4,4,2.8,0,0,1600,900,Intel,Pentium,1.6,0,0,1024,0,Nvidia,1,Win10
942,Acer,Notebook,15.6,32980.32,4,2.23,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
943,Toshiba,Notebook,15.6,59620.32,8,2.2,0,0,1366,768,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
944,Lenovo,2 in 1 Convertible,11.3,69210.72,8,1.1,1,1,1920,1080,Intel,Other,1.2,0,256,0,0,Intel,0,Win10
945,Lenovo,Gaming,15.6,53226.72,16,2.5,0,1,1920,1080,AMD,Other,2.1,8,512,1024,0,AMD,2,Win10
946,Dell,Ultrabook,12.5,78438.816,8,1.36,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
947,Lenovo,Notebook,15.6,36496.8,8,2.2,0,0,1920,1080,Intel,i7,2.7,7,0,1024,0,Nvidia,1,NoOS
948,Dell,Notebook,17.3,35111.52,4,2.36,0,0,1600,900,Intel,i3,2.0,6,0,1024,0,AMD,1,Win10
949,Acer,Notebook,14.0,18594.72,4,1.68,0,0,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
950,HP,Workstation,15.6,119826.72,8,2.0,0,1,1920,1080,Intel,i7,2.7,6,8,0,0,Nvidia,3,Win10
951,Dell,Ultrabook,14.0,94572.0,8,1.36,0,0,1920,1080,Intel,i7,2.8,7,256,0,0,Intel,0,Win10
952,Toshiba,Notebook,13.3,77788.8,8,1.2,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,WinOther
953,Asus,2 in 1 Convertible,12.5,61751.52,8,1.2,0,0,1920,1080,Intel,Other,1.2,0,0,0,64,Intel,0,Linux
954,Lenovo,Ultrabook,14.0,79333.3872,8,1.7,0,1,1920,1080,Intel,i7,2.6,6,256,0,0,Intel,0,Win10
955,Dell,Gaming,17.3,168045.12,16,4.36,0,1,3840,2160,Intel,i7,2.8,7,512,1024,0,Nvidia,3,Win10
956,Dell,2 in 1 Convertible,13.3,101178.72,8,1.24,1,0,1920,1080,Intel,i5,1.2,0,256,0,0,Intel,0,Win10
957,HP,2 in 1 Convertible,11.6,41292.0,4,1.45,1,0,1366,768,Intel,Pentium,1.1,0,256,0,0,Intel,0,Win10
958,Dell,Ultrabook,13.3,67559.04,8,1.3,0,0,3200,1800,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
959,Acer,2 in 1 Convertible,11.6,20725.92,4,1.25,1,1,1366,768,Intel,Celeron,1.6,0,0,0,32,Intel,0,Linux
960,Toshiba,Notebook,13.3,81784.8,8,1.2,0,0,1920,1080,Intel,i5,2.4,6,256,0,0,Intel,0,Win10
961,Lenovo,Ultrabook,12.5,93772.8,8,1.36,0,1,1920,1080,Intel,i5,2.6,7,256,0,0,Intel,0,Win10
962,Acer,Notebook,15.6,53759.52,12,2.4,0,0,1920,1080,Intel,i5,2.5,7,128,1024,0,Nvidia,1,Win10
963,Toshiba,Ultrabook,12.5,95371.2,8,1.1,1,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
964,HP,Notebook,15.6,45101.52,8,2.04,0,0,1366,768,Intel,i5,2.5,7,0,1024,0,Nvidia,1,Win10
965,Dell,Notebook,15.6,24808.2336,4,2.25,0,0,1366,768,Intel,i3,2.0,6,0,1024,0,AMD,1,Linux
966,Dell,Notebook,15.6,43956.0,4,1.9,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
967,HP,Notebook,15.6,36496.8,4,2.04,0,0,1920,1080,Intel,i3,2.4,7,0,500,0,Intel,0,Win10
968,Dell,Gaming,17.3,167778.72,32,4.42,0,1,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,3,Win10
969,Lenovo,Notebook,15.6,37029.6,6,2.4,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
970,Dell,2 in 1 Convertible,13.3,101178.72,16,1.22,1,0,3200,1800,Intel,i7,1.3,0,512,0,0,Intel,0,Win10
971,Dell,Ultrabook,14.0,104587.57439999998,8,1.5,1,0,2560,1440,Intel,i7,2.6,6,256,0,0,Intel,0,Win10
972,Dell,Gaming,17.3,149184.0,32,4.42,0,0,1920,1080,Intel,i7,2.6,6,256,1024,0,Nvidia,3,Win10
973,Toshiba,Notebook,14.0,62870.4,8,1.95,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
974,Asus,Gaming,17.3,109218.672,16,2.73,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
975,HP,Notebook,15.6,52161.12,8,2.04,0,1,1920,1080,Intel,i5,2.7,7,128,1024,0,Nvidia,1,Win10
976,Lenovo,Notebook,14.0,53386.56,4,1.7,0,0,1366,768,Intel,i5,2.3,6,0,508,0,Intel,0,WinOther
977,Asus,2 in 1 Convertible,15.6,95850.72,16,2.3,1,0,3840,2160,Intel,i7,2.7,7,512,2048,0,Nvidia,1,Win10
978,HP,Notebook,15.6,30849.12,6,2.04,0,0,1366,768,Intel,i7,2.7,7,0,1024,0,Intel,0,Win10
979,Asus,Gaming,17.3,93186.72,16,2.99,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
980,Dell,2 in 1 Convertible,15.6,69210.72,12,2.19,1,1,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
981,Toshiba,Notebook,13.3,63669.6,4,1.2,0,0,1920,1080,Intel,i5,2.3,6,128,0,0,Intel,0,WinOther
982,Lenovo,Notebook,15.6,29250.72,6,2.2,0,0,1920,1080,AMD,Other,3.6,9,256,0,0,AMD,1,Win10
983,Fujitsu,Notebook,15.6,34578.72,4,2.3,0,0,1366,768,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
984,Toshiba,Notebook,14.0,48751.2,4,1.75,0,0,1366,768,Intel,i5,2.3,6,0,500,0,Intel,0,Win10
985,Dell,Notebook,15.6,31914.72,4,2.25,0,0,1366,768,Intel,i5,2.5,7,0,500,0,AMD,1,Win10
986,HP,Notebook,15.6,42943.68,8,2.04,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Intel,0,Win10
987,Lenovo,Gaming,15.6,63349.92,8,2.5,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
988,Dell,Notebook,15.6,39906.72,8,2.36,0,0,1366,768,Intel,i7,2.7,7,0,1024,0,AMD,1,Win10
989,Dell,Notebook,14.0,59620.32,8,1.6,0,0,1920,1080,Intel,i5,2.5,7,128,0,0,Intel,0,Win10
990,HP,Netbook,12.5,101658.24,8,0.97,0,0,1920,1080,Intel,Other,1.2,0,512,0,0,Intel,0,Win10
991,HP,Notebook,15.6,26586.72,4,2.1,0,0,1920,1080,Intel,i3,,6,128,1024,0,AMD,1,Win10
992,Lenovo,Notebook,15.6,14418.6336,4,1.9,0,0,1366,768,Intel,Celeron,1.1,0,128,0,0,Intel,0,NoOS
993,Lenovo,Notebook,15.6,71874.72,8,2.3,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
994,Dell,2 in 1 Convertible,13.3,47365.92,8,1.68,1,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
995,Asus,Notebook,13.3,61272.0,8,1.4,0,0,3200,1800,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
996,HP,Ultrabook,13.3,71874.72,8,1.11,1,1,1920,1080,Intel,i7,2.7,7,256,0,0,Intel,0,Win10
997,Acer,Notebook,15.6,20246.4,4,2.4,0,0,1366,768,Intel,Pentium,1.1,0,0,500,0,Intel,0,Win10
998,Asus,Gaming,15.6,95850.72,16,2.5,0,0,1920,1080,Intel,i7,2.8,7,256,1024,0,Nvidia,2,Win10
999,HP,Ultrabook,14.0,111301.92,8,1.48,0,0,1920,1080,Intel,i7,2.7,7,512,0,0,Intel,0,Win10
1000,Acer,Gaming,15.6,67132.8,8,2.7,0,1,1920,1080,Intel,i7,2.8,7,128,1024,0,Nvidia,2,Win10
1001,HP,Notebook,13.3,63349.92,8,1.34,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
1002,Dell,Notebook,15.6,29144.16,4,2.18,0,0,1366,768,Intel,i3,2.4,7,128,0,0,Intel,0,Win10
1003,HP,Notebook,14.0,41505.12,4,1.64,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
1004,Toshiba,Notebook,13.3,63669.6,4,1.2,0,0,1920,1080,Intel,i5,2.3,6,128,0,0,Intel,0,Win10
1005,HP,Notebook,14.0,58607.46719999999,4,1.48,0,0,1366,768,Intel,i5,2.4,6,256,0,0,Intel,0,Win10
1006,HP,Notebook,14.0,64202.4,4,1.95,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
1007,HP,Ultrabook,14.0,77202.72,8,1.43,0,0,1920,1080,Intel,i7,2.6,6,256,0,0,Intel,0,WinOther
1008,HP,Notebook,14.0,55904.5728,8,1.64,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Nvidia,1,Win10
1009,HP,Notebook,14.0,36443.52,4,1.64,0,0,1366,768,Intel,i3,2.4,7,0,500,0,Intel,0,Win10
1010,Dell,Gaming,15.6,50562.72,8,2.65,0,0,1920,1080,Intel,i5,2.5,7,0,1024,0,Nvidia,2,Win10
1011,HP,Ultrabook,12.5,81997.92,4,1.26,0,0,1920,1080,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
1012,HP,Notebook,14.0,84715.2,4,1.48,0,0,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
1013,HP,Ultrabook,14.0,100550.5488,8,1.54,0,0,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
1014,HP,Notebook,13.3,42624.0,4,1.49,0,0,1366,768,Intel,i3,2.4,7,0,500,0,Intel,0,Win10
1015,Toshiba,Notebook,13.3,64468.8,8,1.5,0,0,1366,768,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
1016,HP,Notebook,15.6,41025.0672,4,2.04,0,0,1366,768,Intel,i3,2.4,7,256,0,0,Intel,0,Win10
1017,Lenovo,Notebook,17.3,158135.04,16,2.4,0,1,3840,2160,Intel,i7,2.7,6,512,0,0,Nvidia,3,WinOther
1018,Toshiba,Notebook,14.0,79387.2,8,1.47,0,1,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
1019,HP,Notebook,14.0,118761.12,8,1.43,0,0,1920,1080,Intel,i7,2.5,6,256,0,0,Intel,0,Win10
1020,Dell,2 in 1 Convertible,15.6,42410.3472,4,2.08,1,1,1920,1080,Intel,i3,2.3,6,0,1024,0,Intel,0,Win10
1021,Toshiba,Ultrabook,13.3,84715.2,8,1.2,0,0,1920,1080,Intel,i5,2.3,6,256,0,0,Intel,0,Win10
1022,HP,Notebook,13.3,61218.72,8,1.11,0,1,1920,1080,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
1023,HP,Notebook,14.0,63159.7104,8,1.64,0,0,1920,1080,Intel,i7,2.7,7,256,0,0,Nvidia,1,Win10
1024,Dell,Notebook,15.6,55754.3232,8,2.09,0,0,1920,1080,Intel,i5,2.4,6,0,500,0,Intel,0,Win10
1025,HP,Ultrabook,12.5,83063.52,4,1.26,0,0,1366,768,Intel,i5,2.5,7,256,0,0,Intel,0,Win10
1026,HP,Notebook,14.0,63349.92,4,2.31,0,0,1366,768,Intel,i5,2.5,7,0,500,0,Intel,0,Win10
